id,title,song_num,page_num,catalogue_num,singer_num,performers,performer_genders,performer_band,culture_dplace_id,performer_age_group,genre,bpm_voice,bpm_drum,bpm,beat_duration,meters,voice_use,instrument_use,percussion_use,instrumentation,comments,lyrics,free_translation,tonality,analysis
ute045,Closing Song of the Dragging-Feet Dance,45,113,702,9,Charlie Saritch (Sa'ritš),male,White River and Uinta,Nd58,middle,dragging-feet dance,104,104,104,1,3/4|2/4,TRUE,TRUE,TRUE,voice|drum,,,,B flat major,"In this song, which was sung at the conclusion of the Dragging-feet dance, there was a break in the drumbeat, as a signal for the end of the dancing. This break was always given at the same point in -the song. In two renditions this interruption occurred as transcribed (cf. No. 30). It is interesting to note that in the inter rupted portion the drumbeat is slightly after the voice, while in the remainder of the song it is synchronous with the voice. The only difference in the renditions (several of which were without drum) is that in a few instances the first tone in the second occurrence of the rhythmic unit was sung as a quarter note. The rhythmic unit is long, as in No. 43. With the exception of one interval, a minor sixth, the progressions are thirds and major seconds. The song is melodic in structure and contains the tones of the fourth five-toned scale."
ute046,Tea Dance Song (a),46,114,733,7,Quinance (Kwa'nantš),,White River and Uinta,Nd58,middle,tea dance,88,88,88,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,E major,"The keynote of this song is considered to be E, the tonality is therefore major, yet the major third appears only once as a progression. The interval of a fourth is strongly in evidence, both as a progression and in the structure of the melody. A rhythmic unit occurs four times in succession, the two first occurrences being on the tone F sharp, E, B, and the second and third occurrences being on the tones B, G sharp, F sharp, after which the melody descends to B along lines which suggest the tonic chord. The portion of the melody included in measures 4 to 8 resembles numerous other Ute dances in its reiteration of a minor third (cf..Nos. 16, 42, 51). The tone material in this portion of the song is similar to that in No. 2. Other songs containing rests are noted in the analysis of No. 8, and other songs with connective phrase in the analysis of No. 7."
ute047,Tea Dance Song (b),47,116,734,7,Quinance (Kwa'nantš),,White River and Uinta,Nd58,middle,tea dance,104,104,104,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,G major,"The drumbeat of this song is similar to that of the preceding song, during which the people danced. The song had the unusual range of 15 tones and is based on the fourth five-toned scale. Two renditions were recorded without variation. This is interesting, as three rhythmic units occur, the first and third closely resembling each other. The eighth measure contains a reversal of the count- divisions of the second rhythmic unit, in a triple measure. As has been noted, a measure of this sort frequently gives a certain balance to the rhythm of a song as a whole."
ute048,Tea Dance Song (c),48,117,722,16,Tim Johnson,male,White River and Uinta,Nd58,old,tea dance,84,84,84,1,3/4|2/4,TRUE,TRUE,TRUE,voice|drum,,,,E major,"This song contains only the tones of the major triad and second, has a compass of 11 tones, and is melodic in structure. The fourth occurs 14 times, comprising about half the entire number of intervals. In contrast to the preceding song the drumbeat is in unaccented eighth notes. For other songs containing rests see No. 8. A first and second ending occurs also in the duplication of No. 39 and in No. 48."
ute049,Double Dance Song (a),49,118,776,8,Areev,male,Uncompahgre,Nd62,old,double dance,112,112,112,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,B minor,"A progression by whole tones characterizes this melody, about 73 per cent of the intervals being major seconds. (See No. 28.) Two rhythmic units occur—one in double, the other in triple time. These differ in the latter portion. The song is based on the second five-toned scale and has a compass of six tones. Drum and voice are synchronous."
ute050,Double Dance Song (b),50,119,770,17,Paul Pegaroos,male,Uncompahgre,Nd62,old,double dance,92,92,92,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,A major,"This song comprises three rhythmic periods, each with its rhythmic unit. The tone material is the major triad and sixth, which is less frequent in the Ute songs than in those of the Chippewa and Sioux. An ascending fourth occurs five times and a descending minor third occurs nine times. In contrast to the preceding song the drumbeat is in unaccented eighth notes."
ute051,Iron Line Dance Song,51,120,703,9,Charlie Saritch (Sa'ritš),male,White River and Uinta,Nd58,middle,iron line dance,116,116,116,1,3/4|2/4,TRUE,TRUE,TRUE,voice|drum,,,,D major,"Two rhythmic units occur in this song, the second appearing to be an elaboration of the first. The opening and closing measures contain phrases which resemble but do not repeat the rhythmic unit. The principal interval is the minor third, which con stitutes more than 60 per cent of the progressions. All the tones of the octave occur in the song, which is harmonic in structure. Drum and voice are synchronous."
ute052,Song Used in Treatment of Sick (a),52,132,711,11,Teddy Pageets (Pa'gitš),male,White River and Uinta,Nd58,middle,treatment of sick,58,,58,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,Irregular,
ute053,Song Used in Treatment of Sick (b),53,132,712,11,Teddy Pageets (Pa'gitš),male,White River and Uinta,Nd58,middle,treatment of sick,58,,58,1,3/4,TRUE,,,voice,"""Drum not recorded""",,,E flat major,
ute054,Song Used in Treatment of Sick (c),54,132,713,11,Teddy Pageets (Pa'gitš),male,White River and Uinta,Nd58,middle,treatment of sick,76,,76,1,2/4,TRUE,,,voice,"""Drum not recorded""",,,E flat major,
ute055,Song Used in Treatment of Sick (d),55,132,714,11,Teddy Pageets (Pa'gitš),male,White River and Uinta,Nd58,middle,treatment of sick,58,,58,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,Irregular,
ute056,Song Used in Treatment of Sick (e),56,133,715,11,Teddy Pageets (Pa'gitš),male,White River and Uinta,Nd58,middle,treatment of sick,76,,76,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,Irregular,
ute057,Song Used in Treatment of Sick (f),57,133,716,11,Teddy Pageets (Pa'gitš),male,White River and Uinta,Nd58,middle,treatment of sick,58,,58,1,3/4|2/4,TRUE,,,voice,"""Drum not recorded""",,,Irregular,
ute058,Song Used in Treatment of Sick (g),58,133,717,11,Teddy Pageets (Pa'gitš),male,White River and Uinta,Nd58,middle,treatment of sick,58,,58,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,G major,
ute059,Song Used in Tratment of Sick (h),59,133,718,11,Teddy Pageets (Pa'gitš),male,White River and Uinta,Nd58,middle,treatment of sick,58,,58,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,G major,
ute060,Song Used in Treatment of Sick (i),60,134,719,11,Teddy Pageets (Pa'gitš),male,White River and Uinta,Nd58,middle,treatment of sick,63,,63,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,G major,
ute061,Song Used in Treatment of Sick (j),61,136,752,25,Mrs. Washington (Sa'kwiagant),female,White River and Uinta,Nd58,middle,treatment of sick,58,,58,1,2/3|3/4,TRUE,,,voice,"""Drum not recorded""",,,D flat major,
ute062,Song Used in Treatment of Sick (k),62,137,753,25,Mrs. Washington (Sa'kwiagant),female,White River and Uinta,Nd58,middle,treatment of sick,55,,55,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,B flat minor,
ute063,Song Used in Treatment of Sick (l),63,137,754,25,Mrs. Washington (Sa'kwiagant),female,White River and Uinta,Nd58,middle,treatment of sick,58,,58,1,3/4|2/4,TRUE,,,voice,"""Drum not recorded""",,,C major,
ute064,Song Used in Treatment of Sick (m),64,138,755,25,Mrs. Washington (Sa'kwiagant),female,White River and Uinta,Nd58,middle,treatment of sick,92,,92,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,C major,
ute065,Song Used in Treatment of Sick (n),65,138,756,25,Mrs. Washington (Sa'kwiagant),female,White River and Uinta,Nd58,middle,treatment of sick,88,,88,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,B flat major,
ute066,Song Used in Treatment of Sick (o),66,139,757,25,Mrs. Washington (Sa'kwiagant),female,White River and Uinta,Nd58,middle,treatment of sick,66,,66,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,B flat major,
ute067,War Song (a),67,147,759,1,Little Jim (To'pātšuk),male,White River and Uinta,Nd58,old,war song,126,126,126,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,D flat major,"This song is on the fourth five-toned scale with D flat as its keynote. In structure it is melodic with harmonic framework. The rhythmic unit comprises three measures. Attention is directed to the ninth, tenth, and eleventh measures, which bear a close resem blance to the rhythmic unit, but were sung with a different accent and phrasing. The half note in the ninth measure was sung as the close of the preceding phrase, the tenth measure was begun with an accent, and the eleventh measure given two quarter notes instead of one half note. This distinction was clearly given in all renditions of the song."
ute068,War Song (b),68,148,704,9,Charlie Saritch (Sa'ritš),male,White River and Uinta,Nd58,middle,war song,84,,84,1,3/4|2/4,TRUE,,,voice,"""Drum not recorded""",,,D major,"This melody is simple in form, has a compass of an octave, and contains the tones of the fourth five-toned scale. It begins on the octave, and ends on the tonic, about two-thirds of the progressions being downward. In structure it is melodic. No rhythmic unit occurs and the song as a whole has not a decided rhythm. For other songs containing rests see No. 8."
ute069,War Song (c),69,148,723,16,Tim Johnson,male,White River and Uinta,Nd58,old,war song,80,80,80,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,D flat major,"Several renditions of this song were recorded and show no material variation. This is interesting to note, as the two rhythmic units differ only in the division of the final count. The song is on the fourth five-toned scale and has a compass of an octave. The fourth is a prominent interval, comprising more than a fourth of the entire number of progressions. The association of this interval with songs concerning motion has been frequently noted. This song resembles the song next following so closely as to suggest an unintentional duplication."
ute070,War Song (d),70,149,792,19,Dave Weetch (Witš),,White River and Uinta,Nd58,middle,war song,88,80,88|80,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,D flat major,"Between the renditions of this song there was sung a brief connective phrase which is represented in the transcription by two half notes, but which was sung with various divisions of the count. It is of interest as showing the manner in which the Utes frequently break the ascent of an octave in repeating a song. This is contrasted with the customs of the Sioux and Chippewa, who fre quently make the direct ascent of an octave or a twelfth in repeating a song. Songs having a connective phrase are noted in the analysis of No. 7. This song is divided rhythmically into two parts, which are alike except for the fifth measure. It will be readily noted that no measure corresponding to this appears after the rhythmic units in the second portion of the song. Another slight difference is that the first part ends in 3-A and the second in 2-4 time. The tempo of the drum was not strictly maintained, but was slightly slower than the voice throughout the renditions. --The melody is on the fourth five-toned scale, and about three-fourths of the intervals are descending progres sions."
ute071,Scout Song,71,150,724,16,Tim Johnson,male,White River and Uinta,Nd58,old,war song,72,,72,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,There is no one near.,G sharp minor,"This song contains only the tones of the minor triad and seventh, a tone-material which is considered in the analysis of No. 38. Throughout the rendition of this song the tone was firm and the intonation good. The descent of a seventh in two intervals, occurring in the rhythmic unit, is effective and is barbaric in character. The intervals are large, and only 19 progressions occur in the song. The tempo is quite slow. The interval of a fifth is prominent in this song, 42 per cent of the progressions being fifths."
ute072,War Song (e),72,151,705,9,Charlie Saritch (Sa'ritš),male,White River and Uinta,Nd58,middle,war song,126,63,126,0.5,3/8|2/8,TRUE,TRUE,TRUE,voice|drum,The metronome mark for the drum is quarter=63,,,A flat major,"Instead of a uniform drumbeat throughout the song, we have in this instance a very rapid drumbeat in the opening meas ures, followed by a quarter-note rhythm. Other songs with the same peculiarity are Nos. 86, 87, and 88. This seems an individual phase rather than one connected with the character of the song. The quarter-note drumbeat was maintained steadily during the 3-8 measures of the song and synchronized occasionally with the voice. Only one other song (No. 22) begins in 3-8 time. In the fourth and fifth renditions the singer interpolated sharp, shrill cries before the connective phrase. (See No. 7.) The melody contains the tones of the fourth five-toned scale and is melodic in structure. Only one- fourth of the intervals are larger than a minor third."
ute073,War Song (f),73,152,747,18,John Star (Sa'vawitopatš),male,White River and Uinta,Nd58,old,war song,76,,76,1,2/4|3/4|4/4,TRUE,,,voice,"""Drum not recorded""",,,C major,"Two renditions of this song were recorded with prac tically no variations. In both renditions the second count in the second measure was sung as two eighth notes, thus differentiating it from the rhythmic unit in which the corresponding count is sung as a quarter note. Neither are the divisions of the last count like those in the following measure. Only about one-eighth of the intervals are larger than a major third, and more than half are major and minor seconds. (See No. 28.) The song has a compass of an octave."
ute074,Parade of Returning Warriors,74,153,748,18,John Star (Sa'vawitopatš),male,White River and Uinta,Nd58,old,war song,66,66,66,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,G flat major,"This song is on the fourth five-toned scale with G flat as its keynote. Two renditions were recorded, each containing a repeated portion as indicated in the transcription. Two rhythmic units occur, the difference between them being slight but clearly given by the singer. The song is melodic in structure, and almost half the intervals are major seconds."
ute075,War Song (g),75,154,749,18,John Star (Sa'vawitopatš),male,White River and Uinta,Nd58,old,war song,63,63,63,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,B major,"This song is characterized by a compass of 12 tones, which is unusual in this series. The song contains no change of time, differing in this respect from a majority of the present songs. The rhythmic unit is interesting and occurs seven times. As cending and descending intervals are almost equal in number, the song containing 10 ascending and 10 descending major thirds. The melody contains only the tones of the major triad."
ute076,Song When Washing the Wounded (a),76,155,725,16,Tim Johnson,male,White River and Uinta,Nd58,old,war song,84,,84,1,3/4|2/4,TRUE,,,voice,"""Drum not recorded""",,,E flat major,"A peculiarity of this song is the measure in slower time, this change in tempo being the same in all renditions. (See No. 11.) The phrasing was clearly given throughout the song. Sixty per cent of the intervals are minor thirds, about equally divided between ascending and descending progressions. The song contains only the tones of the major triad and sixth."
ute077,Song When Washing the Wounded (b),77,155,706,9,Charlie Saritch (Sa'ritš),male,White River and Uinta,Nd58,middle,war song,104,,104,1,2/4|5/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,G sharp minor,"This song was recorded by the same singer at two differ ent times, thus affording an interesting opportunity for observing the accuracy with which the song was repeated. (Cf. Nos. 39 and 78.) Six renditions were recorded in 1914, the renditions being uniform and connected without a break in the time. The transcrip tion is from the cylinder made in 1914. Five renditions of the same song were recorded in 1916, at which time the writer did not play, the first record, but ""hummed"" the transcription. The singer recog nized it and said he would like to make another record of it. This second cylinder was transcribed and the results compared. In this comparison it is found that all the renditions recorded in 1916 omit the fifth and sixth measures and the last measure of the song as transcribed. As these measures are repetitions, this would be of slight importance, but as it reduces the occurrences of these phrases from three to two the change suggests a tendency toward regularity and conventionality. The first group of renditions was in a tempo of quarter = 104, and the key of G minor: the second was faster (quarter =108) but in a lower key—the key of F sharp minor. The 5-4 division of certain measures was strictly maintained. The song contains the tones of the second five-toned scale and is melodic in structure. Considering the lack of variety in progressions the melody is inter esting and quite diversified. One-half the intervals are minor thirds, and of the other half all except one interval are major seconds, that interval being an ascending fourth. Other songs containing rests are noted in the analysis of No. 8."
ute078,Scalp Dance Song (a),78,157,760,1,Little Jim (To'pātšuk),male,White River and Uinta,Nd58,old,war song,96,,96,1,3/4|2/4,TRUE,,,voice,"""Drum not recorded""",,,E flat minor,"This song was twice recorded by the same singer, only one of the records being transcribed (cf. Nos. 39 and 77). The repetition arose from an impression frequently noted among the Indians, that if the words are changed in a melody it becomes a different song. Thus, in the first instance, the singer said this was a song which he sang in the war dance when he brought home a captive woman, and, in the second instance, he said it was a scalp dance song. The words were not taken in either rendition.
A comparison of the two cylinders shows the pitch of the rendi tions to be the same. Five repetitions of the song were recorded the first time and six the second time. The differences in these 11 renditions are too slight to be of importance. In the first group the opening phrase was occasionally repeated, and in the second group the ending was occasionally changed in rhythm, and the fifth measure (last two counts) contained quarter in place of eighth notes. Passing from this comparison to an analysis of the transcription, we note that the melody contains only the tones of the minor triad and fourth and in structure is melodic with harmonic framework. More than half the intervate are minor thirds, a majority of the remainder being major seconds."
ute079,Scalp Dance Song (b),79,158,750,18,John Star (Sa'vawitopatš),male,White River and Uinta,Nd58,old,war song,66,,66,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,F minor,"Considering F to be the keynote of this song, we find the tone material to comprise the keynote, third, and fourth. The structure of the song shows, however, what has been termed an ""interval-formation"" rather than a key-relation of the several tones. (See Bull. 53, pp. 7, 8.) Thus the first portion, and in every instance the rhythmic unit, is on the fifth (B flat-F), while the middle and closing measures are on the minor third (F-A flat). The intervals are larger than in a majority of these songs, about one-fourth of them being fifths. The. major second comprises only about one- sixth of the total number. Drum and voice have the same tune unit, but because of slight variations in tempo they seldom coincide for more than a few measures."
ute080,Scalp Dance Song (c),80,158,751,18,John Star (Sa'vawitopatš),male,White River and Uinta,Nd58,old,war song,169,,169,0.5,4/8|3/8|5/8|2/8,TRUE,,,voice,"""Drum not recorded""",,,E flat major,"The measure-divisions in this song were clearly given in all the renditions, and as the tempo is so rapid it is considered advisable that the time unit be indicated as an eighth note. The rhythmic unit occurs twice and is peculiar in character. The fourth is a prominent interval, comprising more than one-fourth of the pro gressions. The minor third appears with about the same frequency. In structure the song is melodic with harmonic framework, and the melody tones are those of the major triad and sixth."
ute081,War Song (h),81,159,794,20,Charles Mack,male,,,,war song,60,60,60,1,3/4|2/4,TRUE,TRUE,TRUE,voice|drum,,,,B flat minor,This song has a compass of 11 tones and is on the sec ond five-toned scale. One rhythmic unit occurs which is long and varied in count-divisions. The several renditions of the song show no material variation. In structure the song is melodic. Twenty- five of the 33 progressions are minor thirds and major seconds. Of the remainder all but one are fourths.
ute082,War Song (i),82,159,795,20,Charles Mack,male,,,,war song,92,108,92|108,1,3/4|2/4,TRUE,TRUE,TRUE,voice|drum,,,,G flat major,"This song, like many others of the present series, pro gresses chiefly by whole tones (see No. 28), yet it is a melody with abundant variety and interest. In structure it is melodic and con tains the tones of the major triad and second. The drum is slightly faster than the voice and its tempo was steadily maintained. A rhythmic unit occurs six times in the song."
ute083,Parade Song (a),83,167,696,4,Isaacs (Magwitšint),,White River and Uinta,Nd58,middle,parade song,63,,63,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,E major,"The slow tempo of this song was steadily maintained throughout three renditions, which were sung without a break in the time. The melody progresses chiefly by whole tones, which con stitute two-thirds of the intervals. The song is melodic in structure and contains all the tones of the octave except the seventh."
ute084,Parade Song (b),84,167,707,9,Charlie Saritch (Sa'ritš),male,White River and Uinta,Nd58,middle,parade song,66,,66,1,3/4|2/4,TRUE,,,voice,"""Drum not recorded""",,,A flat major,"The rendering of this song was particularly clear in intonation and count divisions, not varying in the repetitions. Drum and voice have the same time unit and are synchronous. The song is peculiar in that the only progressions are fifths, fourths, and semi tones, and also in that the ascending and descending progressions are almost equal in number. The melody tones are those of the major triad and second, and the structure of the song is melodic with harmonic framework. (Concerning the connective phrase see No. 7.)"
ute085,Parade Song (c),85,168,708,9,Charlie Saritch (Sa'ritš),male,White River and Uinta,Nd58,middle,parade song,92,,92,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,C major,"Five renditions of this song were recorded, two being separated by shrill cries and the others connected by a short phrase. (See No. 7.) In every rendition the accent is changed in the last occurrence of the rhythmic unit. Minor thirds and major seconds are the principal intervals of progression, though the variety of intervals is greater than in a majority of the Ute songs under analysis."
ute086,Parade Song (d),86,168,709,9,Charlie Saritch (Sa'ritš),male,White River and Uinta,Nd58,middle,parade song,66,66,66,1,3/4|2/4,TRUE,TRUE,TRUE,voice|drum,,,,G major,"This melody contains six kinds of intervals in ascending progression, which is an unusual number. The drumbeat in the first four measures of the first rendition was tremolo, after which the quarter-note beat was continuous. (See No. 72.) Drum and voice have the same time unit, determined by the majority of the meas ures, but the drum is steadily maintained, while the voice tempo varies slightly. The time of the transcription should be understood as indicating the accents and the approximate note values rather than actual durations, of time, resembling some of the songs in which the pitch indicated by -the notation is only approximate. These variabilities are too slight to be shown in any except an exceedingly detailed graphic form, the transcription showing, however, the trend of the melody with sufficient exactness for our present purpose. Four renditions were recorded and contain no important differences. The connective phrase in this song is unusually long. Another song using a similar phrase between renditions is No. 7."
ute087,Parade Song (e),87,169,771,17,Paul Pegaroos,male,Uncompahgre,Nd62,old,parade song,63,63,63,1,3/4|2/4,TRUE,TRUE,TRUE,voice|drum,,,,C major,"Drum and voice have the same time unit in this song, but because of slight variations in tempo they never exactly coincide. In each rendition the drumbeat was tremolo to the point marked X, after which it was in quarter notes. (See No. 72.) Three rhythmic units occur, the first being emphatic in character and appearing always on the same tones, which is unusual. The third unit differs from the second only in the division of the last count, but this dif ference was steadily maintained. The tone material is that of the fourth five-toned scale and the song has a compass of 1 2 tones. The average interval in this song comprises four semitones. Reference to the tables of analysis on page 42 will show this to be an unusually large interval."
ute088,Parade Song (f),88,170,726,16,Tim Johnson,male,White River and Uinta,Nd58,old,parade song,66,66,66,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,D major,"This song has a compass of 12 tones and contains the major triad and second. In structure it is melodic with harmonic framework. The drumbeat was tremolo to the point marked X, after which in four renditions it was in quarter-note values. (See No. 72.) The repetitions of the song necessitate an ascending interval of a twelfth, which was sung with good intonation. The fourth is the interval of most frequent occurrence, constituting 54 per cent of the entire number of intervals. (See No. 3.) This interval has frequently been noted as associated with the idea of motion."
ute089,Parade Song (g),89,170,780,21,Jim Kolorow (Tšo'kwata'piyitš),male,Uncompahgre,Nd62,old,parade song,60,60,60,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,C major,"This song has a compass of 10 tones and contains all the tones of the octave. More than half the progressions are whole tones. (See No. 28.) The lowest tone in the third measure was not always sung clearly, the descent to this tone being glissando. The time was steadily maintained throughout all the renditions, which were uniform in every respect. Other songs using a connective phrase are noted in the analysis of No. 7."
ute090,Parade Song (h),90,171,793,19,Dave Weetch (Witš),,White River and Uinta,Nd58,middle,parade song,80,80,80,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,D major,"The interval of a fourth comprises 52 per cent of the progressions in this song. (See No. 3.) No rhythmic unit occurs, and the song is not particularly rhythmic in structure. The song is major in tonality, melodic in structure, and contains all the tones of the octave except the seventh."
ute091,Parade Song (i),91,171,735,7,Quinance (Kwa'nantš),,White River and Uinta,Nd58,middle,parade song,132,132,132,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,F sharp minor,"Few songs of the present series are so typical as this, yet the quality which makes it typical is hard to define. Two-thirds of the intervals are minor thirds and major seconds, but in this it resembles many other songs. Neither is the proportion of ascending and descending intervals unusual, there being 40 per cent of ascending and 60 per cent of descending progressions. But the song is minor in tonality with a special prominence of the subdominant. This is quite unusual and worthy of consideration by students. The melody tones are those of the second five-toned scale with the seventh sharped. The tonic chord appears as the framework of the melody. The ascent of an octave in the first measure and the beginning and ending on the same tone are noted in the analysis of No. 37. A short con nective phrase was sung between the renditions. (See No. 7.)"
ute092,Parade Song (j),92,172,761,1,Little Jim (To'pātšuk),male,White River and Uinta,Nd58,old,parade song,132,,132,1,3/4|2/4,TRUE,,,voice,"""Drum not recorded""",,,F major,"Throughout the renditions of this song the intonation on the descending minor third was faulty, yet the fourth and octave were sung with good intonation. The fourth constitutes about one- third of the progressions. The song is harmonic in structure and contains the tones of the major triad and fourth. (Concerning the use of a connective phrase see No. 7.)"
ute093,Parade Song (k),93,173,762,1,Little Jim (To'pātšuk),male,White River and Uinta,Nd58,old,parade song,66,,66,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,E flat major,"The rhythmic structure of this song is worthy of special attention. The first two measures were sung only once, after which the remainder of the song as transcribed was sung four times, the last rendition ending at the double bar. An introductory phrase is rarely used in Ute songs, though appearing frequently in the songs of the Chippewa. Other songs of this series containing a connective phrase are noted in the analysis of No. 7. In all the renditions of this song the count divisions were as indicated. The song comprises two rhythmic periods which resemble each other yet show enough difference to give variety and character to the song as a whole. The first period comprises the third, fourth, and fifth measures, and the second comprises the three following measures. A comparison of these will show the variations. The song has a compass of 1 1 tones and contains the major triad and second. The whole tone is the chief interval of progression (see No! 24). Although the song is major in tonality, the major third does not appear as a progression."
ute094,Hand Game Song (a),94,176,697,4,Isaacs (Magwitšint),,White River and Uinta,Nd58,middle,hand game song,96,,96,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,D major,"This song characterized by sliding upward of tone and by short rests. (See No. 8.) The rhythmic unit interesting and occurs twice. Five renditions were given with no break in the time, the final measure always containing three counts, as transcribed. The song harmonic in structure and the intervals are more varied than in majority of these songs. The melody tones are those of the major triad and second."
ute095,Hand Game Song (b),95,177,736,7,Quinance (Kwa'nantš),,White River and Uinta,Nd58,middle,hand game song,120,120,120,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,G major,"This, like the preceding song, contains a sliding upward tone and also short rests. (See No. 8.) The rhythmic unit furnishes the chief interest of the song, occurring three times on the same tones. The song is harmonic in structure and has a compass of six tones. Although the compass is so small the interval of a fifth occurs twice."
ute096,Hand Game Song (c),96,177,796,22,Jim Pant (Pa'ant),male,White River and Uinta,Nd58,old,hand game song,100,100,100,1,2/4|3/4,TRUE,TRUE,TRUE,voice|drum,,,,A major,"Five renditions of this peculiar melody were recorded, the only differences being that in one rendition a certain phrase was repeated. As indicated, there was no break in the time between the renditions. The rhythmic unit gives coherence to the melody, and it is possible to show this in notation, though the peculiar manner of singing can not be graphically shown. The song contains 16 pro gressions, 13 of which are fourths. (See No. 3.) It has a compass of six tones and contains the tones of the major triad and second. For other songs containing rests see No. 8."
ute097,Hand Game Song (d),97,178,745,6,Joshua Washington (Pa'tšatš),male,,,young,hand game song,92,116,92|116,1,3/4|2/4,TRUE,TRUE,TRUE,voice|drum,,,,G major,"The time was not rigidly maintained in the renditions of this song, but the drum was persistently a little faster than the voice. The renditions differ very slightly, in some the second count of the first measure being omitted. It will be noted that this omis sion makes the two parts of the song alike. The progressions are 30 in number, 26 being minor thirds and 4 major thirds, yet G is the implied keynote of the melody. The song begins and ends on the same tone, which is unusual. (See No. 37.) Other songs containing rests are noted in the analysis of No. 8."
ute098,Hand Game Song (e),98,178,737,7,Quinance (Kwa'nantš),,White River and Uinta,Nd58,middle,hand game song,112,112,112,1,2/4,TRUE,TRUE,TRUE,voice|drum,,,,E major,"This is a very short melody, but is characteristic and strongly rhythmic. The only interval is the major second. (See No. 28.) The rest in the first measure was clearly defined. (See No. 8.) Seven renditions were recorded with no break in the time."
ute099,Hand Game Song (f),99,179,698,4,Isaacs (Magwitšint),,White River and Uinta,Nd58,middle,hand game song,60|112,,60|112,1,3/4|2/4,TRUE,,,voice,"""Drum not recorded""",,,E flat major,"The part of this song preceding the change of time was sung only once, followed by the second part, which was sung nine times without a break in the time. The first part is a pleasing melody with little character. The second part is unmistakably a hand game song, resembling No. 98. As the singer was considered a reliable informant, the song is presented as it was sung. It has a compass of nine tones and contains the tones of the fourth five-toned scale; 58 progressions occur, 40 of which are major seconds (whole tones). (Concerning the change of tempo see No. 11.)"
ute100,Hand Game Song (g),100,180,797,22,Jim Pant (Pa'ant),male,White River and Uinta,Nd58,old,hand game song,63,63,63,1,3/4,TRUE,TRUE,TRUE,voice|drum,Drum rhythm in 16ths,,,irregular,"Six renditions of this song were recorded and show no differences except that the second count of the third measure was occasionally sung as two eighth notes. The song presents some interesting points of rhythm. Thus we note that the last count of the second measure contains a reversal of the count divisions in the second count of the rhythmic unit. The fifth measure contains in its second count a division resembling that of the rhythmic unit but which was uniformly sung as two sixteenths instead of an eighth note. The only progressions are fourths and major seconds. In ascending progression there are seven fourths and three whole tones, and in descending progression there are eight fourths and three whole tones. Considering A to be the keynote of the melody, its tones are the key note, fourth, and fifth. Four drumbeats were equivalent in time to one quarter note of the melody; the drum is therefore regarded as having a rhythm of sixteenth notes. Drum and voice were synchro nous at the beginning of each count."
ute101,Hand Game Song (h),101,180,738,7,Quinance (Kwa'nantš),,White River and Uinta,Nd58,middle,hand game song,76,,76,1,2/4|3/4,TRUE,,,voice,"""Drum not recorded""",,,A flat major,"In all the four renditions of this song the division of the first count in the first measure was different from that of the corresponding count in the third measure. These slight differences repeated persistently show that the rhythm of the song is clear hi the mind of the singer. This song is harmonic in structure and has a compass of five tones. The major third constitutes 76 per cent of the progressions, the remaining intervals being four minor thirds and one ascending fifth."
ute102,Hand Game Song (i),102,181,699,4,Isaacs (Magwitšint),,White River and Uinta,Nd58,middle,hand game song,104,,104,1,3/4|2/4,TRUE,TRUE,TRUE,voice|drum,,,,irregular,"This melody progresses chiefly by whole tones, these constituting 73 per cent of the intervals. (See No. 28.) G is regarded as the keynote, the song containing this tone with its second, fifth, and sixth. The melody begins with an upward progression, though the general trend is downward."
