id,song_num,page_num,catalogue_num,performers,performer_genders,location,latitude,longitude,bpm,beat_duration,meters,voice_use,instrument_use,percussion_use,instrumentation,lyrics,free_translation,tonality,comments
papago099,99,142,1009,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,76,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"Now as the night is over us we are singing the songs that were given to us.
You see the clouds beginning to form on top of the mountains.
They look like little white feathers.
You will see them shake like feathers in a wind.
Soon the raindrops will fall and make our country beautiful.",,
papago100,100,145,1050,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,126,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"Frog Mountain, on top of it the corn comes up.
Eat it, eat it.",,"The location is written as ""Vomari"" by Densmore."
papago101,101,146,1006,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,72,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"(Referring to the images of things desired)
Now we sit with feathers tied on our heads,
We make wonderful things which you have not seen,
But we will show them to you some day.",,
papago102,102,147,1007,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,88,1,3/4|2/4|7/8,TRUE,FALSE,FALSE,voice,,"Each singer wears a white feather on his head,
Now it is nightfall,
We will sing through the night and perhaps we may do some good.",,
papago103,103,148,1008,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,88,1,2/4|3/4|3/8|5/8,TRUE,FALSE,FALSE,voice,,"We see the light that brightens in the east,
It seems to turn to flame,
On the edge of it is something that looks like a white feather,
But we see that it is white clouds.",,
papago104,104,150,1073,Jose Antoin,male,"Pisinemo, Arizona, U.S.A.",32.041,-112.314,104,1,2/4,TRUE,FALSE,FALSE,voice,,"Here I am sitting and with my power I draw the south wind toward me. After the wind I draw the clouds, and after the clouds I draw the rain that makes the wild flowers grow on our home ground and look so beautiful.",,"The location is written as ""Pisinemak"" by Densmore."
papago105,105,152,995,Mattias Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,88,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"Viinikut fields I got into.
I stayed there and my heart will be wet enough to last.",,"The location is written as ""Vomari"" by Densmore."
papago106,106,154,1049,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,80,1,3/4,TRUE,FALSE,FALSE,voice,,"The eagle is flying above a in round circle and makes a round shadow on the ground.
I am walking around under that shadow.
The blue hawk is flying in a straight line and makes a straight shadow. 
Under that line I am running.",,"The location is written as ""Vomari"" by Densmore."
papago107,107,154,1031,Jose Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,52,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"The sun doctor with his body painted in spots
At the edge of the earth I (the sun doctor) stand and see the ocean with its beautiful rolling waves.
I call up the beautiful white clouds.
I am glad to see them rise.",,"The location is written as ""Vomari"" by Densmore."
papago108,108,156,1032,Jose Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,80,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"The eagle wing, under that I sat with the tiswin,
I drank that and I am well drunk.
The water that gathered on the blue hawk feathers at the end of the vasi, 
I drank of that and was staggered.",,"The location is written as ""Vomari"" by Densmore."
papago109,109,157,1058,Victoria,male,"Sells, Arizona, U.S.A.",32.326,-112.043,58,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,,,
papago110,110,159,1026,Rafael Mendez,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,132,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"A blue wind.
I saw the tracks on the blue mountain.
Inside that mountain I found a bamboo plant growing.
From there I saw a seven-headed mountain running low from east to west.",,"The location is written as ""Vomari"" by Densmore."
papago111,111,160,1025,Rafael Mendez,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,120,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,,,"The location is written as ""Vomari"" by Densmore."
papago112,112,161,979,Mattias Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,100,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,"A red water you made me drink,
When I was drunk I went around as though I would fall down,
I fell on the ground face downward.",,"The location is written as ""Vomari"" by Densmore."
papago113,113,163,922,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,80,1,3/4|2/4,TRUE,FALSE,FALSE,voice,Thahrai [Sun] honunim [going down] keerna [proper time] nurinuri [songs] rzurzonco [commencing] yohoh [women] kaicokaci [hearing] wowewahpahima [running towards] konsun [hastening] thathaman [on the ground] merliwa [they arrive],"At sunset, the proper time for the beginning of the songs, they begin.
The women hear the song, and hasten to reach the place.
They arrive at the place",,
papago114,114,165,1043,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,72,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"I am on my way running, 
I am an my way running,
Looking toward me is the edge of the world,
I am trying to reach it,
The edge of the world does not look far away,
To that I am on my way running.",,"The location is written as ""Vomari"" by Densmore."
papago115,115,166,1044,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,100,1,2/4|3/8|3/4,TRUE,FALSE,FALSE,voice,,"Baboquivari is there on the east side, 
It has white blossoms on it. 
Toward that mountain I am on my way,
I am running to join the singer.",,"The location is written as ""Vomari"" by Densmore."
papago116,116,166,1045,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,96,1,2/4|3/8|3/4,TRUE,FALSE,FALSE,voice,,"The cottonwood leaves are falling and flying in the air,
On top of the remaining mountain they are flying around,
And falling as though they are wet.",,"The location is written as ""Vomari"" by Densmore."
papago117,117,167,1046,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,66,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"Poor man, did you leave me and walk away?
The morning is shining upward,
To that I am going.",,"The location is written as ""Vomari"" by Densmore."
papago118,118,167,1047,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,60,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,"Blackish Mountain, he stands there like a ""doctor mointain.""
On top the wind blows out,
On top the wind blows out,
And on top the clouds go out and cover the whole world.",,"The location is written as ""Vomari"" by Densmore."
papago119,119,168,992,Mattias Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,104,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,"I do not understand where I am going,
To Anakum I run and turn close to the village,
Going toward the east.",irregular,"The location is written as ""Vomari"" by Densmore."
papago120,120,169,1012,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,69,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,"We stand and start the singing.
Cowaka, come out and help us sing.
We will keep you standing all night long and cure you.",,
papago121,121,171,1010,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,76,1,3/4|2/4|5/8,TRUE,FALSE,FALSE,voice,,"We are scraping the basket and singing,
We hear the echoes in all the mountains around us,
We will make a trip to the salt and are singing to make it easy for us to get it.",,
papago122,122,172,1011,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,66,1,2/4,TRUE,FALSE,FALSE,voice,,"We will run around the salt bed,
We will run so fast that the stars will seem to run,
In this way perhaps one of us may secure magic power.",,
papago123,123,173,1028,Jose Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,76,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,"By the sandy water I breathe in the odor of the sea,
From there the wind comes and blows over the world,
By the sandy water I breathe in the odor of the sea,
From there the clouds come and rain falls over the world.",,"The location is written as ""Vomari"" by Densmore."
papago124,124,174,1029,Jose Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,63,1,3/4|2/4,,,,,,"Under us the world spreads wide,
From that the corn comes up,
On the leaves the water moves in little drops,
Under us the mountain stands wide,
On that the squash comes up,
And the water spreads over the vines.",,"The location is written as ""Vomari"" by Densmore."
papago125,125,175,1030,Jose Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,54,1,3/4|2/4,TRUE,TRUE,TRUE,voice|rasping sticks,,"A mountain called Hootho, on top of it the sun rises,
It seems to waver,
A mountain called Hootho, on top of it the sun sets",,"The location is written as ""Vomari"" by Densmore.|Rasping sticks play unaccented eight notes"
papago126,126,176,918,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,63,1,2/4|3/4,TRUE,FALSE,FALSE,voice,Hukia potha [I am] himukai [gone] peanyetho [I will not] jijivia [return] hukia nutha [I am] hupaiyu [somewhere] moot [dead] kamayu [yonder] kamhomuihim [flames] kukiwa [stand up],,,
papago127,127,177,919,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,63,1,3/4|2/4|3/8,TRUE,FALSE,FALSE,voice,,"I am going to walk far, far.
I hope to have a fine morning somewhere.
I am going to run far, far.
I hope to have a good night somewhere.",,
papago128,128,178,920,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,63,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"Yonder, near the enemy's country, stand many great trees behind which they hid.
They have retreated farther.
They act like children.
They hide behind the women or anything that will conceal them.",,
papago129,129,179,921,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,63,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"We make wine.
With deliberation we took our revenge.
We make the scalp poles hop like crows while we drink the wine, but let us keep our self-control while we are rejoicing.",,
papago130,130,181,923,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,88,1,2/4|3/4,TRUE,FALSE,FALSE,voice,Hodunye [night] gusma [coming down] thahewa [sitting] gutanih [in the night] kunyemaitha [my enemy] miatha [trying to locate],,,
papago131,131,181,924,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,92,1,3/4|2/4|3/8,TRUE,FALSE,FALSE,voice,,"Crow, hurry and come, sit down, help us locate our enemies",,
papago132,132,183,925,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,92,1,3/4|5/8,TRUE,FALSE,FALSE,voice,Cyevut [the land] miawa [nearer] yuuld [appears] miawa [in sight nearer] nutha [we can see] nyemaitha [my enemies] miawa [nearer] yuuld [appear in sight],,,
papago133,133,184,926,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,112,1,2/4|3/4,TRUE,FALSE,FALSE,voice,Cuwakiki [clouds] wumia [together] himtha [going] wumaci [with him] gamuko [far away] himtha [going] nyemaitha [my enemies] zazakali [staggering] nanaki [as if crazy],"Heavy clouds going with him.
Clouds going far away.
Our enemies stagger as though drunk.",,
papago134,134,186,1069,Juana Maria,female,"Sells, Arizona, U.S.A.",32.326,-112.043,48,1,2/4|3/8|3/4,TRUE,FALSE,FALSE,voice,,"When the morning starts and the sun comes up.
When the morning starts and the sun comes up.
At that time the voice of the herald sounds sweet.
It seems to be calling for me.",,
papago135,135,187,1062,Victoria,male,"Sells, Arizona, U.S.A.",32.326,-112.043,69,1,2/4|5/8|3/4,TRUE,FALSE,FALSE,voice,,"Men shouting ""brother"", men shouting ""brother,""
Among the mountains they have taken little Apache children where the sun went down in sorrow,
All women, what shall we do to realize this?",,
papago136,136,189,1005,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,96,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,"Now you are sitting here, acting like a woman, begging for food like a woman. You said you were brave and painted yellow spots on your head like a man, but now you talk like a woman.",,
papago137,137,189,1004,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,100,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"I have gone through all this before you,
I have run on the ountains and run on the plains with little food or clothing, 
But I think of my shield that I use when I run up to the Apache and kill him,
I want you all to feel that way.",,
papago138,138,190,1002,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,84,1,2/4,TRUE,FALSE,FALSE,voice,,"Sing it so I will hear as you sing.
It is your own fault that will punish you for what you have done.",,
papago139,139,191,1003,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,88,1,2/4,TRUE,FALSE,FALSE,voice,,"I have jumped here and there.
While I am dancing I jump in another place.",,
papago140,140,192,1019,Rafael Mendez,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,58,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"I amrunning on the side of the east.
The people began to push us to where the land has many springs.
There is where they left us.",,"The location is written as ""Vomari"" by Densmore."
papago141,141,193,1020,Rafael Mendez,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,58,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"(First set of words, supposed to be spoken by the Apache)
Near sunset time I fall down,
Near sunset time I fall down,
I am going almost like a drunken man.

(Second set of words, indicating where war cries were given)
It is toward evening (yell), he falls (yell),
It is toward evening,
He falls, he staggers like a drunken man (yell)",,"The location is written as ""Vomari"" by Densmore."
papago142,142,194,1076,Nuñez,male,,,,96,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"How did you kill?
Oh, how did you hang the scalp on the pole?",,
papago143,143,196,1071,Harry Encinas,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,84,1,3/4,TRUE,FALSE,FALSE,voice,,"I will go inside to warm.
There we will sit a while and rub our tired legs.",,
papago144,144,197,927,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,108,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"I am going to another part of Elder Brother's land,
I have reached the land,
With a handsome child (captive) I am returning",,
papago145,145,198,928,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,112,1,2/4|3/4|3/8,TRUE,FALSE,FALSE,voice,,"Where is that bird going, where is that bird going?
With that bird I whirl around, whirl around higher and higher,
Just before we touch the sky, the bird faints and falls to the earth.
(This song was said to be concerning the ""wind-grandson-bird"")",,
papago146,146,199,929,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,112,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"Who is that bird flying over there?
Oh, it is the woodpecker,
He does not seem to want to go anywhere,
He cries and pecks at a cactus",,
papago147,147,200,930,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,112,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"The eagle is on the highest point of rocks,
He is talking,
I was walking below and I heard the sound echo among the rocks.",,
papago148,148,201,978,Mattias Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,112,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"Now be ready, my poor brother, and we will start to run,
Now before us our nice ball goes far,
After it we run,
No matter what kind of ground there is,
We must run over it",,"The location is written as ""Vomari"" by Densmore."
papago149,149,202,993,Mattias Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,84,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,,,"The location is written as ""Vomari"" by Densmore."
papago150,150,203,1051,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,96,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"Now the songs are going to begin and I am going away.
All over the mountains and on top of the mountains I sing.
Ajo mountain, on top of it I am singing and walking around.",,"The location is written as ""Vomari"" by Densmore."
papago151,151,204,994,Mattias Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,96,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,The evening looked red and I came out. Into all the houses I went and my wings are making a noise as I fly around the house.,,"The location is written as ""Vomari"" by Densmore."
papago152,152,205,1048,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,100,1,2/4,TRUE,FALSE,FALSE,voice,,When I got to the side of the mountain my heart began to give out.,,"The location is written as ""Vomari"" by Densmore."
papago153,153,206,1055,Victoria,male,"Sells, Arizona, U.S.A.",32.326,-112.043,63,1,3/4|5/4|4/4|5/8|2/4,TRUE,FALSE,FALSE,voice,,"Where the mountain crosses.
On top of the mountain, I do not myself know where.
I wandered where my mind and my heart seemed to be lost.
I wandered away.",,
papago154,154,206,1054,Victoria,male,"Sells, Arizona, U.S.A.",32.326,-112.043,72,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"Away off to the mountains where I am going.
I do not know where I am going",,
papago155,155,207,1057,Victoria,male,"Sells, Arizona, U.S.A.",32.326,-112.043,72,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,I went down to the edge of the world and from there I saw in the east where the morning was breaking. I saw white stripes.,,
papago156,156,208,1056,Victoria,male,"Sells, Arizona, U.S.A.",32.326,-112.043,72,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,"Back in the east there is a sound like thunder.
There was a great sound in the east where the thunders were sounding.",,
papago157,157,209,1059,Victoria,male,"Sells, Arizona, U.S.A.",32.326,-112.043,72,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,White mountain birds where singing sweetly in the east. It sounded like thunders where he was singing.,,
papago158,158,209,1060,Victoria,male,"Sells, Arizona, U.S.A.",32.326,-112.043,54,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"A crow came down from above to this earth,
A black crow came down from above to this earth,
He was jumping on me.",,
papago159,159,210,1061,Victoria,male,"Sells, Arizona, U.S.A.",32.326,-112.043,60,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,"I was under Santa Rita Mountains.
I sat there and thought of things far away, in distant parts of the world.",,
papago160,160,211,1013,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,88,1,3/4|2/4,TRUE,FALSE,FALSE,voice,,"We sit here by our camp fire and start to sing our hunting song. I can clearly see the points of the deer's ears on top of the hill. We smoke the pihol flowers that make the night clear, so I can see the points of the deer's ears on the hill.",,
papago161,161,211,1018,Jose Manuel,male,"Sells, Arizona, U.S.A.",32.326,-112.043,120,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"I am walking a great deal.
I am sorry I can not find any game.
I saw lots of tracks, especially on the east side of the mountain, but I found nothing.",,
papago162,162,212,1068,Juana Maria,female,"Sells, Arizona, U.S.A.",32.326,-112.043,63,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"Gisuk, black-headed gisuk.
Run and come so the baby's eyes will go to sleep.",,
papago163,163,213,1052,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,60,1,2/4|3/8,TRUE,FALSE,FALSE,voice,,"Now the beans begin to appear on the mesquite trees. Ground squirrel does not want to wait until the beans are ripe, so he climbs the trees, gets the beans, and scatters them green under the tree.",,"The location is written as ""Vomari"" by Densmore."
papago164,164,214,1053,Jose Ascencio,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,96,1,2/4|3/4,TRUE,FALSE,FALSE,voice,,"The robin spreads the green wind on us.
He spreads the coldest wind on us.
Now knock him down with a stick.",,"The location is written as ""Vomari"" by Densmore."
papago165,165,215,1067,Leonardo Rios,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,138,0.5,3/8|4/8|5/8,TRUE,FALSE,FALSE,voice,,"No talking, no talking,
The snow is falling,
And the wind seems to be blowing backward (circling back again).",,
papago166,166,216,1070,Juana Maria,female,"Sells, Arizona, U.S.A.",32.326,-112.043,72,1,3/4|2/4|7/8,TRUE,FALSE,FALSE,voice,,"While I was running I met a Mexican who said,
""How do you do?""
While I was running I met a Mexican with a long beard who said,
""How do you do?""",,
papago167,167,217,1034,Jose Hendricks,male,"Vamori, Arizona, U.S.A.",31.721,-111.905,69,1,3/4|2/4|5/8,TRUE,FALSE,FALSE,voice,,"The pigeon pretended that he was setting up a tiswin lodge. The frog doctor drank his wine, got drunk and shouted, and pulled out his cloud.",,"The location is written as ""Vomari"" by Densmore."
papago168,,217,,,,,,,160,0.5,5/8|4/8|3/8,FALSE,TRUE,FALSE,flute,,,,
papago169,,218,,,,,,,60,0.5,3/8,FALSE,TRUE,FALSE,flute,,,,
,72,117,931,Sivariano Garcia,male,"San Xavier, Arizona, U.S.A.",32.107,-111.008,,,,TRUE,FALSE,FALSE,voice,Tharai [Sun] pi [is] yocwa [slowly] himuna [going] waha [and] pi [is] youvi [slower] ki [in] hononye [setting] cucukur [black] nakamurli [bats] nuinakur [will be] maino [swooping] kuma [that is all] kokopa [spirit] yalli [children] inowayivurcov [beneath] yahaiwara [moving around] iyaalhimur [rolling] inowani [around] wurwurmikur [among] viviki [tufts of eagle down] cucuokima [stuck up at intervals],"The sun is slowly departing,
It is slower in its setting,
Black bats will be swooping when the sun is gone,
That is all.

The spirit children are beneath,
They are moving back and forth,
They roll in play among tufts of white eagle down,
That is all.",,Sung to the same melody as no. 71
